Type,Family id,Family name,Target id,Target name,Subunits,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,RGD id,RGD symbol,RGD name,Rat genetic localisation,Rat nucleotide RefSeq,Rat protein RefSeq,Rat SwissProt,Rat Entrez Gene,MGI id,MGI symbol,MGI name,Mouse genetic localisation,Mouse nucleotide RefSeq,Mouse protein RefSeq,Mouse SwissProt,Mouse Entrez Gene
lgic,75,Ionotropic glutamate receptors,444,GluA1,,,,GluRA|HBGR1|AMPA-selective glutamate receptor 1|gluR-1|glutamate receptor subunit GluR1|Glr1|HIPA1|glutamate receptor,4571,GRIA1,glutamate ionotropic receptor AMPA type subunit 1,5q31.1,NM_000827|NM_001114183,NP_000818|NP_001107655,P42261,2890,621531,Gria1,glutamate ionotropic receptor AMPA type subunit 1,10,NM_031608,NP_113796,P19490,50592,MGI:95808,Gria1,"glutamate receptor, ionotropic, AMPA1 (alpha 1)",11 B1.3,NM_008165|NM_001113325,NP_032191|NP_001106796,P23818,14799
lgic,75,Ionotropic glutamate receptors,445,GluA2,,,,GluR2|GluRB|HBGR2|AMPA-selective glutamate receptor 2|glutamate receptor,4572,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,4q32-q33,NM_000826|NM_001083619,NP_000817|NP_001077088,P42262,2891,61862,Gria2,glutamate ionotropic receptor AMPA type subunit 2,2q33,NM_017261|NM_001083811,NP_058957|NP_001077280,P19491,29627,MGI:95809,Gria2,"glutamate receptor, ionotropic, AMPA2 (alpha 2)",3 E3,NM_013540|NM_001083806|NM_001039195,NP_038568|NP_001077275|NP_001034284,P23819,14800
lgic,75,Ionotropic glutamate receptors,446,GluA3,,,,"GluR3|GluRC|MRX94|AMPA-selective glutamate receptor 3|glutamate receptor, ionotropic, AMPA 3|glutamate receptor",4573,GRIA3,glutamate ionotropic receptor AMPA type subunit 3,Xq25-q26,NM_007325|NM_000828,NP_015564|NP_000819,P42263,2892,70958,Gria3,glutamate ionotropic receptor AMPA type subunit 3,Xq11,NM_032990|NM_001112742,NP_116785|NP_001106213,P19492,29628,MGI:95810,Gria3,"glutamate receptor, ionotropic, AMPA3 (alpha 3)",X A3.3-A4,NM_016886,NP_058582,Q9Z2W9,53623
lgic,75,Ionotropic glutamate receptors,447,GluA4,,,,"GluR4|GluRD|AMPA-selective glutamate receptor 4|glutamate receptor 4|spkw1|glutamate receptor, ionotropic, AMPA 4|glutamate receptor",4574,GRIA4,glutamate ionotropic receptor AMPA type subunit 4,11q22,NM_000829|NM_001077243|NM_001077244|NM_001112812,NP_000820|NP_001070711|NP_001106283|NP_001070712,P48058,2893,61863,Gria4,glutamate ionotropic receptor AMPA type subunit 4,8q11,NM_017263|NM_001113184,NP_058959|NP_001106655,P19493,29629,MGI:95811,Gria4,"glutamate receptor, ionotropic, AMPA4 (alpha 4)",9 A1,NM_019691|NM_001113180,NP_062665|NP_001106651,Q9Z2W8,14802
lgic,75,Ionotropic glutamate receptors,448,GluD1,,,,glutamate receptor delta-1 subunit|glutamate receptor,4575,GRID1,glutamate ionotropic receptor delta type subunit 1,10q22,NM_017551,NP_060021,Q9ULK0,2894,68366,Grid1,glutamate ionotropic receptor delta type subunit 1,16p15,NM_024378,NP_077354,Q62640,79219,MGI:95812,Grid1,"glutamate receptor, ionotropic, delta 1",14 B,NM_008166,NP_032192,Q61627,14803
lgic,75,Ionotropic glutamate receptors,449,GluD2,,,,tpr|cpr|glutamate receptor,4576,GRID2,glutamate ionotropic receptor delta type subunit 2,4q22,NM_001510,NP_001501,O43424,2895,68368,Grid2,glutamate ionotropic receptor delta type subunit 2,4q24-q31,NM_024379,NP_077355,Q63226,79220,MGI:95813,Grid2,"glutamate receptor, ionotropic, delta 2",6 C1,NM_008167,NP_032193,Q61625,14804
lgic,75,Ionotropic glutamate receptors,450,GluK1,,,,EAA3|GluR5|glutamate receptor 5|GluK5|Glurbeta1|glutamate receptor,4579,GRIK1,glutamate ionotropic receptor kainate type subunit 1,21q22.11,NM_175611,NP_783300,P39086,2897,2732,Grik1,glutamate ionotropic receptor kainate type subunit 1,11q11,NM_017241,NP_058937,P22756,29559,MGI:95814,Grik1,"glutamate receptor, ionotropic, kainate 1",16 C3.3,NM_010348,NP_034478,Q60934,14805
lgic,75,Ionotropic glutamate receptors,451,GluK2,,,,"EAA4|GLU<sub>K6</sub>|GluR6|MRT6|glutamate receptor 6|Glurbeta2|glutamate receptor, ionotropic, kainate 2|glutamate receptor, ionotropic, kainate 2 (beta 2)|glutamate receptor",4580,GRIK2,glutamate ionotropic receptor kainate type subunit 2,6q16.3-q21,NM_021956,NP_068775,Q13002,2898,2733,Grik2,glutamate ionotropic receptor kainate type subunit 2,20q13,NM_019309,NP_062182,P42260,54257,MGI:95815,Grik2,"glutamate receptor, ionotropic, kainate 2 (beta 2)",10 B3,NM_010349,NP_034479,P39087,14806
lgic,75,Ionotropic glutamate receptors,452,GluK3,,,,"EAA5|GluR7|glutamate receptor 7|GLU<sub>K7</sub>|glutamate receptor, ionotropic, kainate 3|glutamate receptor",4581,GRIK3,glutamate ionotropic receptor kainate type subunit 3,1p34-p33,NM_000831,NP_000822,Q13003,2899,71027,Grik3,glutamate ionotropic receptor kainate type subunit 3,5q36,NM_001112716,NP_001106187,P42264,298521,MGI:95816,Grik3,"glutamate receptor, ionotropic, kainate 3",4 D2.2,NM_001081097,NP_001074566,B1AS29,14807
lgic,75,Ionotropic glutamate receptors,453,GluK4,,,,GRIK|glutamate receptor KA-1|GluRgamma1|EAA1|GLU<sub>K1</sub>|KA1|glutamate receptor,4582,GRIK4,glutamate ionotropic receptor kainate type subunit 4,11q22.3,NM_014619,NP_055434,Q16099,2900,2734,Grik4,glutamate ionotropic receptor kainate type subunit 4,8q22,NM_012572,NP_036704,Q01812,24406,MGI:95817,Grik4,"glutamate receptor, ionotropic, kainate 4",9 A5.1,NM_175481,NP_780690,Q8BMF5,110637
lgic,75,Ionotropic glutamate receptors,454,GluK5,,,,"GRIK2|glutamate receptor KA2|GluRgamma2|EAA2|GLU<sub>K2</sub>|glutamate receptor, ionotropic, kainate 5|glutamate receptor, ionotropic, kainate 5 (gamma 2)|glutamate receptor",4583,GRIK5,glutamate ionotropic receptor kainate type subunit 5,19q13.2,NM_002088,NP_002079,Q16478,2901,2735,Grik5,glutamate ionotropic receptor kainate type subunit 5,1q21,NM_031508,NP_113696,Q63273,24407,MGI:95818,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",7 A3,NM_008168,NP_032194,Q61626,14809
lgic,75,Ionotropic glutamate receptors,455,GluN1,,,,"NMDAR1|GluRzeta1|NMDA-R1|glutamate receptor, ionotropic, NMDA1 (zeta 1)|glutamate receptor",4584,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,9q34.3,NM_007327,NP_015566,Q05586,2902,2736,Grin1,glutamate ionotropic receptor NMDA type subunit 1,3p13,NM_017010,NP_058706,P35439,24408,MGI:95819,Grin1,"glutamate receptor, ionotropic, NMDA1 (zeta 1)",2 A3,NM_008169,NP_032195,P35438,14810
lgic,75,Ionotropic glutamate receptors,456,GluN2A,,,,"NMDAR2A|GluRepsilon1|NMDA-R2A|glutamate receptor, ionotropic, N-methyl D-aspartate 2A|glutamate receptor, ionotropic, NMDA2A (epsilon 1)|glutamate receptor",4585,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,16p13.2,NM_000833,NP_000824,Q12879,2903,2737,Grin2a,glutamate ionotropic receptor NMDA type subunit 2A,10q11,NM_012573,NP_036705,Q00959,24409,MGI:95820,Grin2a,"glutamate receptor, ionotropic, NMDA2A (epsilon 1)",16 A1,NM_008170,NP_032196,P35436,14811
lgic,75,Ionotropic glutamate receptors,457,GluN2B,,,,"NMDAR2B|GluRepsilon2|glutamate receptor, ionotropic, N-methyl D-aspartate 2B|glutamate receptor, ionotropic, NMDA2B (epsilon 2)|glutamate receptor",4586,GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,12p12,NM_000834,NP_000825,Q13224,2904,2738,Grin2b,glutamate ionotropic receptor NMDA type subunit 2B,4q43,NM_012574,NP_036706,Q00960,24410,MGI:95821,Grin2b,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",6 G1,NM_008171,NP_032197,Q01097,14812
lgic,75,Ionotropic glutamate receptors,458,GluN2C,,,,"NMDAR2C|glutamate [NMDA] receptor subunit epsilon-3|GluRepsilon3|glutamate receptor, ionotropic, NMDA2C (epsilon 3)|glutamate receptor",4587,GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,17q25,NM_000835,NP_000826,Q14957,2905,2739,Grin2c,glutamate ionotropic receptor NMDA type subunit 2C,10q32.2,NM_012575,NP_036707,Q00961,24411,MGI:95822,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",11 E2,NM_010350,NP_034480,Q01098,14813
lgic,75,Ionotropic glutamate receptors,459,GluN2D,,,,"EB11|NMDAR2D|GluRepsilon4|NR2D|glutamate receptor, ionotropic, N-methyl D-aspartate 2D|glutamate receptor, ionotropic, NMDA2D (epsilon 4)|glutamate receptor",4588,GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,19q13.1,NM_000836,NP_000827,O15399,2906,2740,Grin2d,glutamate ionotropic receptor NMDA type subunit 2D,1q22,NM_022797,NP_073634,Q62645,24412,MGI:95823,Grin2d,"glutamate receptor, ionotropic, NMDA2D (epsilon 4)",7 B4,NM_008172,NP_032198,Q03391,14814
lgic,75,Ionotropic glutamate receptors,460,GluN3A,,,,"&chi;-1|NMDAR-L|glutamate receptor chi-1|NMDAR3A|NR3 chi-1|NR3A|glutamate receptor, ionotropic, N-methyl-D-aspartate 3A|glutamate receptor ionotropic, NMDA3A|glutamate receptor ionotropic",16767,GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,9q31.1,NM_133445,NP_597702,Q8TCU5,116443,621704,Grin3a,glutamate ionotropic receptor NMDA type subunit 3A,5,NM_138546|NM_001198583,NP_612555|NP_001185512,Q9R1M7,191573,MGI:1933206,Grin3a,"glutamate receptor ionotropic, NMDA3A",4 B1,NM_001033351,NP_001028523,,242443
lgic,75,Ionotropic glutamate receptors,461,GluN3B,,,,glutamate [NMDA] receptor subunit 3B|NMDAR3B|NR3B|glutamate receptor,16768,GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,19p13.3,NM_138690,NP_619635,O60391,116444,621705,Grin3b,glutamate ionotropic receptor NMDA type subunit 3B,7q11,NM_133308,NP_579842,Q8VHN2,170796,MGI:2150393,Grin3b,"glutamate receptor, ionotropic, NMDA3B",10 C1,NM_130455,NP_569722,Q91ZU9,170483
lgic,123,IP<sub>3</sub> receptor,743,IP<sub>3</sub>R1,,,,"INSP3R1|IP3R1|SCA15|SCA16|spinocerebellar ataxia 15|spinocerebellar ataxia 16|I145TR|inositol 1,4,5-triphosphate receptor 1|InsP3R|IP3 receptor|InsP3R type I|Ip3r|Itpr-1|opt|Pcp1|inositol 1|inositol 1,4,5-trisphosphate receptor 1",6180,ITPR1,"inositol 1,4,5-trisphosphate receptor type 1",3p26.1,,,Q14643,3708,2933,Itpr1,"inositol 1,4,5-trisphosphate receptor, type 1",4q41,,,P29994,25262,MGI:96623,Itpr1,"inositol 1,4,5-trisphosphate receptor 1",6 E1-E2,,,P11881,16438
lgic,123,IP<sub>3</sub> receptor,744,IP<sub>3</sub>R2,,,,"INSP3R2|IP3R2|inositol 1,4,5-triphosphate receptor 2|IP3 receptor|Itpr5|inositol 1",6181,ITPR2,"inositol 1,4,5-trisphosphate receptor type 2",12p11.23,,,Q14571,3709,69649,Itpr2,"inositol 1,4,5-trisphosphate receptor, type 2",4q44,,,P29995,81678,MGI:99418,Itpr2,"inositol 1,4,5-triphosphate receptor 2",6 G3,,,Q9Z329,16439
lgic,123,IP<sub>3</sub> receptor,745,IP<sub>3</sub>R3,,,,"INSP3R3|IP3R3|inositol 1,4,5-triphosphate receptor 3|IP3 receptor|IP3R3X|Itpr-3|inositol 1",6182,ITPR3,"inositol 1,4,5-trisphosphate receptor type 3",6p21.31,,,Q14573,3710,2934,Itpr3,"inositol 1,4,5-trisphosphate receptor, type 3",20p12,,,Q63269,25679,MGI:96624,Itpr3,"inositol 1,4,5-triphosphate receptor 3",17 A3.3,,,P70227,16440
lgic,76,Nicotinic acetylcholine receptors,462,nicotinic acetylcholine receptor &alpha;1 subunit,,,,"acetylcholine receptor subunit alpha|Achr-1|cholinergic receptor, nicotinic, alpha 1 (muscle)|cholinergic receptor, nicotinic alpha 1|cholinergic receptor, nicotinic, alpha 1|cholinergic receptor",1955,CHRNA1,cholinergic receptor nicotinic alpha 1 subunit,2q24-q32,NM_001039523,NP_001034612,P02708,1134,69277,Chrna1,cholinergic receptor nicotinic alpha 1 subunit,3q23,NM_024485,NP_077811,P25108,79557,MGI:87885,Chrna1,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)",2 C3,NM_007389,NP_031415,P04756,11435
lgic,76,Nicotinic acetylcholine receptors,463,nicotinic acetylcholine receptor &alpha;2 subunit,,,,"neuronal acetylcholine receptor subunit alpha-2|Acra2|cholinergic receptor, nicotinic, alpha 2 (neuronal)|cholinergic receptor, nicotinic alpha 2|cholinergic receptor, nicotinic, alpha 2|cholinergic receptor",1956,CHRNA2,cholinergic receptor nicotinic alpha 2 subunit,8p21,NM_000742,NP_000733,Q15822,1135,621533,Chrna2,cholinergic receptor nicotinic alpha 2 subunit,15p12,NM_133420,NP_596911,P12389,170945,MGI:87886,Chrna2,"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)",14 D1,NM_144803,NP_659052,Q91X60,110902
lgic,76,Nicotinic acetylcholine receptors,464,nicotinic acetylcholine receptor &alpha;3 subunit,,,,"neuronal acetylcholine receptor subunit alpha-3|Acra3|cholinergic receptor, nicotinic, alpha 3 (neuronal)|cholinergic receptor, nicotinic alpha 3|cholinergic receptor",1957,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit,15q24,NM_000743,NP_000734,P32297,1136,2345,Chrna3,cholinergic receptor nicotinic alpha 3 subunit,8q24,NM_052805,NP_434692,P04757,25101,MGI:87887,Chrna3,"cholinergic receptor, nicotinic, alpha polypeptide 3",9 B,NM_145129,NP_660111,Q8R4G9,110834
lgic,76,Nicotinic acetylcholine receptors,465,nicotinic acetylcholine receptor &alpha;4 subunit,,,,"EBN|EBN1|NARAC|neuronal acetylcholine receptor subunit alpha-4|Acra4|BFNC|Neuronal, &alpha;-bungarotoxin-insensitive|cholinergic receptor, nicotinic, alpha 4 (neuronal)|cholinergic receptor, nicotinic alpha 4|cholinergic receptor",1958,CHRNA4,cholinergic receptor nicotinic alpha 4 subunit,20q13.2-q13.3,NM_000744,NP_000735,P43681,1137,2346,Chrna4,cholinergic receptor nicotinic alpha 4 subunit,3q43,NM_024354,NP_077330,P09483,25590,MGI:87888,Chrna4,"cholinergic receptor, nicotinic, alpha polypeptide 4",2 H4,NM_015730,NP_056545,O70174,11438
lgic,76,Nicotinic acetylcholine receptors,466,nicotinic acetylcholine receptor &alpha;5 subunit,,,,"neuronal acetylcholine receptor subunit alpha-5|Acra5|cholinergic receptor, nicotinic, alpha 5 (neuronal)|cholinergic receptor, nicotinic alpha 5|cholinergic receptor",1959,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit,15q24,NM_000745,NP_000736,P30532,1138,2347,Chrna5,cholinergic receptor nicotinic alpha 5 subunit,8q24,NM_017078,NP_058774,P20420,25102,MGI:87889,Chrna5,"cholinergic receptor, nicotinic, alpha polypeptide 5",9 B,NM_176844,NP_789814,Q2MKA5,110835
lgic,76,Nicotinic acetylcholine receptors,467,nicotinic acetylcholine receptor &alpha;6 subunit,,,,"neuronal acetylcholine receptor subunit alpha-6|Acra6|cholinergic receptor, nicotinic, alpha 6 (neuronal)|cholinergic receptor, nicotinic alpha 6|cholinergic receptor",15963,CHRNA6,cholinergic receptor nicotinic alpha 6 subunit,8p11.21,NM_004198,NP_004189,Q15825,8973,69281,Chrna6,cholinergic receptor nicotinic alpha 6 subunit,16q12.3,NM_057184,NP_476532,P43143,81721,MGI:106213,Chrna6,"cholinergic receptor, nicotinic, alpha polypeptide 6",8 A3,NM_021369,NP_067344,Q9R0W9,11440
lgic,76,Nicotinic acetylcholine receptors,468,nicotinic acetylcholine receptor &alpha;7 subunit,,,,"nAChRa7|NARAD|neuronal acetylcholine receptor subunit alpha-7|Acra7|cholinergic receptor, nicotinic, alpha 7 (neuronal)|cholinergic receptor, nicotinic alpha 7|cholinergic receptor",1960,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit,15q14,NM_000746,NP_000737,P36544,1139,2348,Chrna7,cholinergic receptor nicotinic alpha 7 subunit,1q22,NM_012832,NP_036964,Q05941,25302,MGI:99779,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",7 C,NM_007390,NP_031416,P49582,11441
lgic,76,Nicotinic acetylcholine receptors,752,nicotinic acetylcholine receptor &alpha;8 subunit (avian),,,,"Neuronal, &alpha;-bungarotoxin-sensitive",,,,,,,,,,,,,,,,,,,,,,,,
lgic,76,Nicotinic acetylcholine receptors,469,nicotinic acetylcholine receptor &alpha;9 subunit,,,,"NACHRA9|NACHR alpha 9|nicotinic acetylcholine receptor subunit alpha-9|Acra9|cholinergic receptor, nicotinic, alpha 9 (neuronal)|cholinergic receptor, nicotinic alpha 9|cholinergic receptor",14079,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit,4p14,NM_017581,NP_060051,Q9UGM1,55584,621534,Chrna9,cholinergic receptor nicotinic alpha 9 subunit,14p11,NM_022930,NP_075219,P43144,65024,MGI:1202403,Chrna9,"cholinergic receptor, nicotinic, alpha polypeptide 9",5 C3.1,NM_001081104,NP_001074573,,231252
lgic,76,Nicotinic acetylcholine receptors,470,nicotinic acetylcholine receptor &alpha;10 subunit,,,,"NACHR alpha 10|nicotinic acetylcholine receptor subunit alpha 10|cholinergic receptor, nicotinic, alpha 10 (neuronal)|cholinergic receptor, nicotinic alpha 10|cholinergic receptor",13800,CHRNA10,cholinergic receptor nicotinic alpha 10 subunit,11p15.5,NM_020402,NP_065135,Q9GZZ6,57053,620142,Chrna10,cholinergic receptor nicotinic alpha 10 subunit,1q32,NM_022639,NP_072161,Q9JLB5,64574,MGI:3609260,Chrna10,"cholinergic receptor, nicotinic, alpha polypeptide 10",7 E3,NM_001081424,NP_001074893,,504186
lgic,76,Nicotinic acetylcholine receptors,471,nicotinic acetylcholine receptor &beta;1 subunit,,,,"Acetylcholine receptor beta|acetylcholine receptor subunit beta|Acrb|RNACRB1|Achr-2|cholinergic receptor, nicotinic, beta 1 (muscle)|cholinergic receptor, nicotinic beta 1|cholinergic receptor",1961,CHRNB1,cholinergic receptor nicotinic beta 1 subunit,17p13.1,NM_000747,NP_000738,P11230,1140,2349,Chrnb1,cholinergic receptor nicotinic beta 1 subunit,10q24,NM_012528,NP_036660,P25109,24261,MGI:87890,Chrnb1,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)",11 B3,NM_009601,NP_033731,P09690,11443
lgic,76,Nicotinic acetylcholine receptors,472,nicotinic acetylcholine receptor &beta;2 subunit,,,,"neuronal acetylcholine receptor non-alpha-1 chain|neuronal acetylcholine receptor subunit beta-2|Acrb2|cholinergic receptor, nicotinic, beta 2 (neuronal)|cholinergic receptor, nicotinic beta 2|cholinergic receptor",1962,CHRNB2,cholinergic receptor nicotinic beta 2 subunit,1q21.3,NM_000748,NP_000739,P17787,1141,2350,Chrnb2,cholinergic receptor nicotinic beta 2 subunit,2q34,NM_019297,NP_062170,P12390,54239,MGI:87891,Chrnb2,"cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)",3 F1,NM_009602,NP_033732,Q9ERK7,11444
lgic,76,Nicotinic acetylcholine receptors,473,nicotinic acetylcholine receptor &beta;3 subunit,,,,"Acrb3|cholinergic receptor, nicotinic, beta 3 (neuronal)|cholinergic receptor, nicotinic beta 3|cholinergic receptor",1963,CHRNB3,cholinergic receptor nicotinic beta 3 subunit,8p11.2,NM_000749,NP_000740,Q05901,1142,621544,Chrnb3,cholinergic receptor nicotinic beta 3 subunit,16q12.3,NM_133597,NP_598281,P12391,171131,MGI:106212,Chrnb3,"cholinergic receptor, nicotinic, beta polypeptide 3",8 A3,NM_173212,NP_775304,Q8BMN3,108043
lgic,76,Nicotinic acetylcholine receptors,474,nicotinic acetylcholine receptor &beta;4 subunit,,,,"Acrb4|cholinergic receptor, nicotinic, beta 4 (neuronal)|cholinergic receptor, nicotinic beta 4|cholinergic receptor",1964,CHRNB4,cholinergic receptor nicotinic beta 4 subunit,15q24,NM_000750,NP_000741,P30926,1143,2351,Chrnb4,cholinergic receptor nicotinic beta 4 subunit,8q24,NM_052806,NP_434693,P12392,25103,MGI:87892,Chrnb4,"cholinergic receptor, nicotinic, beta polypeptide 4",9 B,NM_148944,NP_683746,Q8R493,108015
lgic,76,Nicotinic acetylcholine receptors,475,nicotinic acetylcholine receptor &gamma; subunit,,,,"ACHRG|AChR gamma subunit|Achr-3|Acrg|cholinergic receptor, nicotinic, gamma (muscle)|cholinergic receptor, nicotinic gamma|cholinergic receptor",1967,CHRNG,cholinergic receptor nicotinic gamma subunit,2q33-q34,NM_005199,NP_005190,P07510,1146,2354,Chrng,cholinergic receptor nicotinic gamma subunit,9q35,NM_019145,NP_062018,P18916,25753,MGI:87895,Chrng,"cholinergic receptor, nicotinic, gamma polypeptide",1 D,NM_009604,NP_033734,P04760,11449
lgic,76,Nicotinic acetylcholine receptors,476,nicotinic acetylcholine receptor &delta; subunit,,,,"ACHRD|Achr-4|Acrd|cholinergic receptor, nicotinic, delta (muscle)|cholinergic receptor, nicotinic delta|cholinergic receptor",1965,CHRND,cholinergic receptor nicotinic delta subunit,2q33-q34,NM_000751,NP_000742,Q07001,1144,2352,Chrnd,cholinergic receptor nicotinic delta subunit,9q35,NM_019298,NP_062171,P25110,54240,MGI:87893,Chrnd,"cholinergic receptor, nicotinic, delta polypeptide",1 D,NM_021600,NP_067611,P02716,11447
lgic,76,Nicotinic acetylcholine receptors,477,nicotinic acetylcholine receptor &epsilon; subunit,,,,"ACHRE|Acre|cholinergic receptor, nicotinic, epsilon (muscle)|cholinergic receptor, nicotinic epsilon|cholinergic receptor",1966,CHRNE,cholinergic receptor nicotinic epsilon subunit,17p13-p12,NM_000080,NP_000071,Q04844,1145,2353,Chrne,cholinergic receptor nicotinic epsilon subunit,10q24,NM_017194,NP_058890,P09660,29422,MGI:87894,Chrne,"cholinergic receptor, nicotinic, epsilon polypeptide",11 B3,NM_009603,NP_033733,P20782,11448
lgic,77,P2X receptors,478,P2X1,,,,"P2XR1|P2X purinoceptor 1|P2X1 receptor|Pdcd3|purinergic receptor P2X, ligand gated ion channel, 1|purinergic receptor P2X",8533,P2RX1,purinergic receptor P2X 1,17p13.3,NM_002558,NP_002549,P51575,5023,3240,P2rx1,purinergic receptor P2X 1,10q24,NM_012997|NM_001285415,NP_037129|NP_001272344,P47824,25505,MGI:1098235,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1",11 B4,NM_008771,NP_032797,P51576,18436
lgic,77,P2X receptors,479,P2X2,,,,"P2X purinoceptor 2|purinergic receptor P2X, ligand gated ion channel, 2|purinergic receptor P2X",15459,P2RX2,purinergic receptor P2X 2,12q24.33,NM_170682|NM_174873|NM_016318|NM_170683,NP_733782|NP_733783|NP_777362|NP_057402,Q9UBL9,22953,620251,P2rx2,purinergic receptor P2X 2,12q16,NM_053656,NP_446108,P49653,114115,MGI:2665170,P2rx2,"purinergic receptor P2X, ligand-gated ion channel, 2",5 F,NM_153400,NP_700449,,231602
lgic,77,P2X receptors,480,P2X3,,,,"P2X purinoceptor 3|purinergic receptor P2X, ligand gated ion channel, 3|purinergic receptor P2X",8534,P2RX3,purinergic receptor P2X 3,11q12,NM_002559,NP_002550,P56373,5024,620253,P2rx3,purinergic receptor P2X 3,3q24,NM_031075,NP_112337,P49654,81739,MGI:1097160,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3",2 D,NM_145526,NP_663501,Q3UR32,228139
lgic,77,P2X receptors,481,P2X4,,,,"P2X purinoceptor 4|purinergic receptor P2X, ligand-gated ion channel, 4|purinergic receptor P2X, ligand gated ion channel, 4|purinergic receptor P2X",8535,P2RX4,purinergic receptor P2X 4,12q24.32,NM_002560,NP_002551,Q99571,5025,62073,P2rx4,purinergic receptor P2X 4,12q16,NM_031594,NP_113782,P51577,29659,MGI:1338859,P2rx4,"purinergic receptor P2X, ligand-gated ion channel 4",5 F,NM_011026,NP_035156,Q9JJX6,18438
lgic,77,P2X receptors,482,P2X5,,,,"P2X purinoceptor 5|purinergic receptor P2X, ligand gated ion channel, 5|purinergic receptor P2X",8536,P2RX5,purinergic receptor P2X 5,17p13.3,NM_002561,NP_002552,Q93086,5026,620256,P2rx5,purinergic receptor P2X 5,10q24,NM_080780,NP_542958,P51578,113995,MGI:2137026,P2rx5,"purinergic receptor P2X, ligand-gated ion channel, 5",11 B5,NM_033321,NP_201578,Q3UYI1,94045
lgic,77,P2X receptors,483,P2X6,,,,"P2RXL1|P2XM|P2X purinoceptor 6|P2X6 receptor|purinergic receptor P2X-like 1 orphan receptor|Rnap2x6|RNRNAP2X6|purinergic receptor P2X, ligand-gated ion channel, 6|purinergic receptor P2X, ligand gated ion channel, 6|purinergic receptor P2X",8538,P2RX6,purinergic receptor P2X 6,22q11.21,NM_005446,NP_005437,O15547,9127,3243,P2rx6,purinergic receptor P2X 6,11q23,NM_012721,NP_036853,P51579,25041,MGI:1337113,P2rx6,"purinergic receptor P2X, ligand-gated ion channel, 6",16 A3,NM_011028,NP_035158,O54803,18440
lgic,77,P2X receptors,484,P2X7,,,,"P2X purinoceptor 7|P2Z receptor|P2X7 receptor|purinergic receptor P2X, ligand gated ion channel, 7|purinergic receptor P2X",8537,P2RX7,purinergic receptor P2X 7,12q24.31,NM_002562,NP_002553,Q99572,5027,3241,P2rx7,purinergic receptor P2X 7,12q16,NM_019256,NP_062129,Q64663,29665,MGI:1339957,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",5,NM_011027|NM_001284402,NP_035157|NP_001271331,Q9Z1M0,18439
lgic,83,ZAC,587,ZAC ,,,,ZAC1|LGICZ1|L2|LGICZ|zinc activated ligand-gated ion channel,29504,ZACN,zinc activated ion channel,17q25.3,NM_180990,NP_851321,Q401N2,353174,,,,,,,,,,,,,,,,
other_ic,119,Aquaporins,687,AQP0,,,,LIM1|MP26|aquaporin 0|lens fiber major intrinsic protein|major intrinsic protein of eye lens fiber|MIP26,7103,MIP,major intrinsic protein of lens fiber,12q13,,,P30301,4284,3090,Mip,major intrinsic protein of lens fiber,7q11,,,P09011,25480,MGI:96990,Mip,major intrinsic protein of lens fiber,10 D1,,,Q640N8,17339
other_ic,119,Aquaporins,688,AQP1,,,,aquaporin 1|water channel protein for red blood cells and kidney proximal tubule,633,AQP1,aquaporin 1 (Colton blood group),7p14,,,P29972,358,2141,Aqp1,aquaporin 1,4q24,,,P29975,25240,MGI:103201,Aqp1,aquaporin 1,6 B3,,,Q02013,11826
other_ic,119,Aquaporins,689,AQP2,,,,ADH water channel|aquaporin 2|aquaporin-CD|collecting duct water channel protein|water channel protein for renal collecting duct|WCH-CD|aquaporin 2 (collecting duct),634,AQP2,aquaporin 2,12q12-q13,,,P41181,359,2142,Aqp2,aquaporin 2,7q36,,,P34080,25386,MGI:1096865,Aqp2,aquaporin 2,15 F1,,,P56402,11827
